"chr","start","end","strand","pvalue","qvalue","meth.diff"
"chr20",1715448,1715448,"+",1.05825959549888e-05,0.000628516800486481,-18.1506849315068
"chr20",1782040,1782040,"+",1.02221648146106e-07,1.11516324346962e-05,-17.6420477179822
"chr20",1800010,1800010,"+",7.78076857759213e-05,0.0033487998180724,-18.8652272503204
"chr20",1806293,1806293,"+",0,0,-16.5913217377575
"chr20",1841981,1841981,"+",3.2742538861541e-05,0.00163335313609938,-18.0001596997644
"chr20",1842019,1842019,"+",7.45728961171199e-06,0.000466403741029371,-15.1130506277077
"chr20",1861663,1861663,"+",1.11022302462516e-16,5.91807495522432e-14,-15.4472952596362
"chr20",1861769,1861769,"+",0,0,-15.9532890554788
"chr20",1921523,1921523,"+",1.11022302462516e-16,5.91807495522432e-14,16.6284190106693
"chr20",1945896,1945896,"+",1.72883327705931e-05,0.000953216713733981,-16.2665779736415
"chr20",2273412,2273412,"+",4.29930313572413e-10,8.28473597619438e-08,-15.5804938008959
"chr20",2273422,2273422,"+",8.34853297604354e-11,1.85766226545095e-08,-15.6686935547012
"chr20",2273800,2273800,"+",1.02140518265514e-13,3.76086537712227e-11,-16.4423677788945
"chr20",2788068,2788068,"+",1.11022302462516e-16,5.91807495522432e-14,-17.6220247363084
"chr20",3052043,3052043,"+",1.09197816581252e-05,0.000645363134105796,-15.171068427371
"chr20",3209357,3209357,"+",1.48325796089921e-13,5.33366596905301e-11,-27.8576033895183
"chr20",3633539,3633539,"+",4.99177588153543e-10,9.4950544697496e-08,-16.817222623454
"chr20",3654500,3654500,"+",1.11178883877017e-08,1.55253785638478e-06,-17.4284910249452
"chr20",3730402,3730402,"+",0.000114151394294715,0.00459022683541764,-15.7394712647386
"chr20",3741496,3741496,"+",0,0,-27.5029882398303
"chr20",3778588,3778588,"+",1.54570347632443e-08,2.08636415105355e-06,17.7199576660285
"chr20",3791018,3791018,"+",3.38017079037911e-06,0.000236623177312562,-16.1605632100556
"chr20",3849736,3849736,"+",1.72384947583204e-06,0.000132137737082905,-15.2647714604236
"chr20",4034197,4034197,"+",5.2412518769529e-11,1.2129467034243e-08,19.8496732026144
"chr20",4049690,4049690,"+",0,0,-30.4589371980676
"chr20",4070836,4070836,"+",0.000138845421658207,0.00538952976258815,-17.056053190507
"chr20",4163852,4163852,"+",2.86777590563503e-09,4.58316873234746e-07,15.5103075300318
"chr20",4229031,4229031,"+",3.3625783590896e-07,3.18667539446394e-05,-17.0860314523589
"chr20",4270673,4270673,"+",2.74998971372398e-08,3.49372414651674e-06,15.2933825826488
"chr20",5012013,5012013,"+",0.000241578230868345,0.00841568991515397,-16.9182169182169
"chr20",5012055,5012055,"+",2.08674957269395e-06,0.000156047646436068,-15.7604540715858
"chr20",5054242,5054242,"+",2.73918761813929e-05,0.00140649409649154,-15.1651503859837
"chr20",5054669,5054669,"+",2.04419967975156e-06,0.000153331484210774,-15.3183163856352
"chr20",5551317,5551317,"+",9.06753661045201e-09,1.29332497831929e-06,-20.1399767316166
"chr20",5563608,5563608,"+",5.79412406942481e-10,1.08570031686202e-07,23.6919577144387
"chr20",5632736,5632736,"+",0,0,-28.0966382990755
"chr20",5636940,5636940,"+",8.33707434344522e-06,0.000512892083480456,-15.263349735739
"chr20",5810223,5810223,"+",0,0,23.0824708549189
"chr20",5866892,5866892,"+",0,0,29.4962094383673
"chr20",5984413,5984413,"+",0,0,-27.0863196128649
"chr20",6067603,6067603,"+",7.94064258791138e-10,1.44296370563411e-07,26.4453665283541
"chr20",6470093,6470093,"+",0,0,-15.7127736640509
"chr20",6673624,6673624,"+",0,0,20.9837282412528
"chr20",6940680,6940680,"+",0,0,-20.213932416174
"chr20",7288812,7288812,"+",0,0,26.675457975274
"chr20",8096952,8096952,"+",0,0,15.4980298352094
"chr20",8237193,8237193,"+",1.3320339276035e-09,2.29944862104858e-07,15.8927913285682
"chr20",9060079,9060079,"+",0,0,18.2591913271681
"chr20",9195713,9195713,"+",8.57115048463752e-05,0.00362551114164599,-15.2811281128113
"chr20",10071186,10071186,"+",0,0,18.2160021601244
"chr20",10277621,10277621,"+",0,0,-21.8717633021933
"chr20",10429851,10429851,"+",0,0,18.6638319441316
"chr20",10448830,10448830,"+",0,0,20.757579521011
"chr20",10455667,10455667,"+",4.50306458787963e-13,1.50281712234606e-10,-17.661233167966
"chr20",10651408,10651408,"+",4.36357643929242e-06,0.000294466684320777,16.7623421354765
"chr20",10651423,10651423,"+",9.67317842492932e-08,1.06209865124331e-05,18.3937823834197
"chr20",10712050,10712050,"+",0.000185140817467122,0.00680292403567278,15.4218891329629
"chr20",10770892,10770892,"+",1.55431223447522e-15,7.3879109797712e-13,-19.4810618440643
"chr20",11188606,11188606,"+",0,0,33.0150196279228
"chr20",11243008,11243008,"+",8.74976350795365e-06,0.000534467378334263,-18.9462809917355
"chr20",11360021,11360021,"+",0,0,-23.8105848991036
"chr20",11360086,11360086,"+",4.41535696893425e-13,1.47558039029395e-10,-25.4290349395329
"chr20",11360128,11360128,"+",1.85842452538054e-11,4.71032917102753e-09,-27.327594498413
"chr20",11851347,11851347,"+",2.44804176929847e-13,8.50298735720581e-11,16.6207032404216
"chr20",12930999,12930999,"+",0,0,25.2513985909755
"chr20",14535044,14535044,"+",0,0,19.8979591836735
"chr20",15314041,15314041,"+",6.48724212015672e-07,5.65650163781095e-05,-15.0451272690397
"chr20",15960591,15960591,"+",0,0,20.5767903470285
"chr20",16646940,16646940,"+",0,0,-27.762123197903
"chr20",16844693,16844693,"+",2.7482824644931e-06,0.000197783868698056,-17.7516111339641
"chr20",17549513,17549513,"+",1.22279939581693e-05,0.000711177097441815,-15.493172049146
"chr20",17595328,17595328,"+",0,0,37.4135428788097
"chr20",17600356,17600356,"+",0,0,36.2424860611953
"chr20",17788559,17788559,"+",0,0,18.2362005527816
"chr20",17791047,17791047,"+",4.05930844493696e-12,1.16059938146233e-09,16.3596735480559
"chr20",17825230,17825230,"+",0,0,-20.5257780315307
"chr20",17840797,17840797,"+",0,0,18.0108568600402
"chr20",18605727,18605727,"+",0,0,23.0036426987646
"chr20",18731708,18731708,"+",2.69118682894032e-09,4.33231996487423e-07,15.576320016317
"chr20",19222250,19222250,"+",0,0,-22.1503422401094
"chr20",19747736,19747736,"+",1.10374008777114e-05,0.000651082666822009,21.3716327652556
"chr20",19760443,19760443,"+",6.46727893460763e-10,1.19793014233327e-07,15.3273493549529
"chr20",19933763,19933763,"+",0,0,23.0599818629356
"chr20",19955803,19955803,"+",1.1445282999123e-06,9.28489123959394e-05,-15.7686729514141
"chr20",19955806,19955806,"+",6.17394235735702e-08,7.15842639694296e-06,-16.8494359362198
"chr20",19955810,19955810,"+",6.16214612669808e-09,9.13827641901869e-07,-18.3645983645984
"chr20",20002280,20002280,"+",2.9840574455875e-12,8.74871128896488e-10,-25.2004475107216
"chr20",21120543,21120543,"+",0,0,-18.0274578488211
"chr20",22955608,22955608,"+",8.88178419700125e-16,4.33806435857062e-13,-16.1479799743858
"chr20",23042316,23042316,"+",7.38554907231403e-08,8.37243439326146e-06,15.037029865918
"chr20",23531275,23531275,"+",7.94965981931739e-10,1.44433127339469e-07,-15.4351060696763
"chr20",23638020,23638020,"+",6.52566889414175e-12,1.79955289650931e-09,15.6828318298319
"chr20",23900986,23900986,"+",2.47203787662187e-06,0.000180692178222965,15.8838013163502
"chr20",23969051,23969051,"+",1.70772840313305e-10,3.56483890071563e-08,-17.0076866127726
"chr20",24590006,24590006,"+",5.76692027465242e-11,1.32440300010477e-08,16.1055430997838
"chr20",24710250,24710250,"+",2.80886425230165e-14,1.12182260819509e-11,16.7135352843094
"chr20",24961084,24961084,"+",5.24829322889886e-07,4.7042716757056e-05,-15.9313093656428
"chr20",24961087,24961087,"+",4.0553464364379e-08,4.93645358856626e-06,-16.7799860529986
"chr20",25029339,25029339,"+",2.22044604925031e-16,1.15521162270675e-13,-16.0034590304917
"chr20",25029378,25029378,"+",3.33066907387547e-16,1.69993895850171e-13,-16.4174964347153
"chr20",25840471,25840471,"+",3.91250974618451e-07,3.63677605092608e-05,-16.6158752323354
"chr20",25848561,25848561,"+",0.000146106738958651,0.0056202029412729,-15.9998308238877
"chr20",29518816,29518816,"+",5.72134561949156e-11,1.31466402743877e-08,-15.255413426971
"chr20",29518875,29518875,"+",6.90891788224235e-13,2.2438634257425e-10,-15.3003011428465
"chr20",29518877,29518877,"+",3.95561361443697e-12,1.13251232340524e-09,-15.0816483650067
"chr20",29518881,29518881,"+",1.82187598340988e-13,6.46093841043712e-11,-16.0591061047587
"chr20",29518931,29518931,"+",3.74467123975819e-12,1.07721416813343e-09,-16.6049343632603
"chr20",30315615,30315615,"+",3.123831813856e-05,0.00157003159493632,-17.2712111736502
"chr20",30873761,30873761,"+",2.17887952125295e-08,2.83523479818074e-06,18.5501045268937
"chr20",30876185,30876185,"+",0,0,-15.4198380592675
"chr20",31045369,31045369,"+",3.05573561443229e-06,0.000217023174975877,-16.1725740810141
"chr20",31127462,31127462,"+",0.0001615038738636,0.00609143911284519,15.2298572632684
"chr20",31249947,31249947,"+",2.22044604925031e-16,1.15521162270675e-13,-18.0692001196907
"chr20",31270535,31270535,"+",0,0,-26.7144300794961
"chr20",31622082,31622082,"+",7.90998492261608e-08,8.89440935916729e-06,-16.5826310137066
"chr20",32321748,32321748,"+",6.2408744838649e-11,1.4240587720375e-08,-16.6343235308753
"chr20",32710709,32710709,"+",0,0,-22.1478506619069
"chr20",32710973,32710973,"+",0,0,-20.0731960432839
"chr20",32894021,32894021,"+",9.93148674410804e-10,1.76607316703235e-07,-17.6726196985306
"chr20",32926335,32926335,"+",0,0,18.5420129583771
"chr20",33133552,33133552,"+",4.67736960274578e-13,1.55705318363312e-10,16.2994393374862
"chr20",33222615,33222615,"+",1.42375777834047e-10,3.01781154841812e-08,-15.3726127072835
"chr20",33732846,33732846,"+",0.000244893836812032,0.00851047689351989,-15.6368904957279
"chr20",34000215,34000215,"+",5.51721528241345e-07,4.9121270441533e-05,-20.447928331467
"chr20",34217418,34217418,"+",1.11022302462516e-16,5.91807495522432e-14,-16.7510834092222
"chr20",34217443,34217443,"+",2.3786528302594e-12,7.09696436007458e-10,-15.0408643081057
"chr20",34229977,34229977,"+",9.62791722902701e-07,7.98698631164018e-05,-17.5441925181039
"chr20",34301262,34301262,"+",7.88426275046827e-05,0.00338624052960653,-16.8632546981207
"chr20",35923099,35923099,"+",8.73967564984923e-13,2.79286787987037e-10,-16.3171205268656
"chr20",35927178,35927178,"+",4.10001588235787e-09,6.34041894460063e-07,-15.9774436090226
"chr20",36132945,36132945,"+",0,0,16.7424041116855
"chr20",36153344,36153344,"+",2.37587727269783e-14,9.58379730668998e-12,18.9846757208221
"chr20",36154166,36154166,"+",0,0,-15.4000905048597
"chr20",36853042,36853042,"+",2.32774910458033e-11,5.78331639519775e-09,-26.3733384153604
"chr20",36928627,36928627,"+",9.61461937842856e-08,1.05666793194558e-05,-15.2770379078724
"chr20",37436243,37436243,"+",9.12729522239975e-06,0.000554207339523966,15.9045509814139
"chr20",37502192,37502192,"+",2.50538478852036e-11,6.18813806920617e-09,17.1703296703297
"chr20",37897680,37897680,"+",9.33628721732083e-05,0.00389041577486768,-16.349106014087
"chr20",39257602,39257602,"+",0,0,15.9249031175969
"chr20",39619644,39619644,"+",0,0,-34.7346678229031
"chr20",39950520,39950520,"+",2.18690832087809e-06,0.000162465167624184,-15.1460299381712
"chr20",39970893,39970893,"+",0,0,26.5828454426209
"chr20",40016202,40016202,"+",1.51405680361982e-05,0.000851985127529669,16.4724641236355
"chr20",42425126,42425126,"+",2.40614180246901e-07,2.37502495550525e-05,-16.3350458824578
"chr20",42425596,42425596,"+",9.1819885028599e-12,2.45942667110267e-09,-15.6771493052653
"chr20",42548815,42548815,"+",3.99221766755886e-11,9.45227576457795e-09,15.1191869552258
"chr20",42701279,42701279,"+",1.26286406887388e-08,1.74033210696062e-06,-15.5994299898869
"chr20",42704255,42704255,"+",6.07456992152144e-05,0.00272930450076753,-16.8721804511278
"chr20",42738742,42738742,"+",2.59152943549168e-09,4.19032118064786e-07,15.2656075383521
"chr20",42739719,42739719,"+",7.03636000187746e-06,0.000444314892505461,20.2408832385413
"chr20",42739904,42739904,"+",0,0,26.4103808114766
"chr20",43263035,43263035,"+",0,0,-29.4753919517736
"chr20",43272809,43272809,"+",1.06581410364015e-14,4.52813222663551e-12,-18.4464431479881
"chr20",43272824,43272824,"+",0,0,-19.6833736121327
"chr20",43284936,43284936,"+",2.22044604925031e-16,1.15521162270675e-13,18.7826177087922
"chr20",43312316,43312316,"+",1.55477207663957e-07,1.6184703653718e-05,17.6882488460236
"chr20",43312458,43312458,"+",8.35997937542743e-14,3.11850178543879e-11,15.2799291347033
"chr20",43312478,43312478,"+",1.00253139123652e-13,3.69699393004483e-11,15.1392012438669
"chr20",43367935,43367935,"+",0,0,-20.1608862080965
"chr20",43983941,43983941,"+",0,0,-25.6482349265854
"chr20",43995410,43995410,"+",1.8941614943202e-10,3.91822832154101e-08,-25.7856754869248
"chr20",44007674,44007674,"+",0,0,-28.2976190476191
"chr20",44056080,44056080,"+",3.97773144200642e-07,3.6903167535375e-05,-20.328474062855
"chr20",44076324,44076324,"+",1.64774749400465e-10,3.44904783707152e-08,25.450873806137
"chr20",44078334,44078334,"+",0,0,19.4359085370453
"chr20",44685825,44685825,"+",1.22631861110278e-07,1.31152426914544e-05,-15.1590825009249
"chr20",44685828,44685828,"+",4.73773761333618e-08,5.66480656941255e-06,-15.6946095263251
"chr20",44685842,44685842,"+",3.28111877667681e-08,4.09305084586762e-06,-15.721767594108
"chr20",44685846,44685846,"+",1.14305159781836e-08,1.59183278786796e-06,-16.8281078965553
"chr20",44737784,44737784,"+",0,0,-24.5522739727196
"chr20",44773610,44773610,"+",3.67588924499174e-06,0.000254309504490201,17.4674499841219
"chr20",44872862,44872862,"+",0,0,-23.0954182351549
"chr20",44908031,44908031,"+",0,0,-15.3785274247979
"chr20",44987152,44987152,"+",4.55594913872925e-06,0.000305595806066738,-15.8381315383992
"chr20",45037153,45037153,"+",8.67861338349485e-13,2.77579737962333e-10,22.4264905259276
"chr20",45217528,45217528,"+",0,0,25.3930642283675
"chr20",45583534,45583534,"+",2.93738366963225e-11,7.1445949987242e-09,-16.1743067345784
"chr20",45588237,45588237,"+",0,0,-24.9205267938238
"chr20",45594394,45594394,"+",5.07116570958033e-12,1.4230112122354e-09,-16.013532968615
"chr20",45987462,45987462,"+",1.67324434530158e-06,0.00012875471099721,-15.5442304185502
"chr20",45987488,45987488,"+",1.90925554255372e-08,2.51720009262738e-06,-15.6026046782349
"chr20",46355942,46355942,"+",0.000232222955911188,0.00815540638135483,-15.4374493106245
"chr20",46477270,46477270,"+",1.1335743455021e-10,2.45501492970108e-08,-15.1015272778108
"chr20",46537575,46537575,"+",0,0,-19.3162362747075
"chr20",46538208,46538208,"+",5.34035239696529e-07,4.77573708522747e-05,-19.1380693090203
"chr20",46597469,46597469,"+",3.43178818695833e-11,8.23203493292392e-09,-18.8509775548886
"chr20",46700982,46700982,"+",4.02252147146953e-08,4.90122010178602e-06,22.7261297055347
"chr20",46776351,46776351,"+",1.14635025095788e-05,0.000672707433568211,16.8711656441718
"chr20",46912884,46912884,"+",0,0,23.1001501665594
"chr20",47044835,47044835,"+",6.0507154842071e-14,2.30987675896912e-11,15.0276945831022
"chr20",47084070,47084070,"+",3.54163737292801e-06,0.000246311991939165,-16.4536445308882
"chr20",47255673,47255673,"+",6.78397586806323e-06,0.000430567901991202,-15.516136687233
"chr20",47474804,47474804,"+",5.71954150707654e-10,1.07366607028794e-07,-15.8760587302863
"chr20",47984346,47984346,"+",6.9200201124886e-13,2.24696678794821e-10,-15.1954637654435
"chr20",48297136,48297136,"+",0,0,24.6523535752785
"chr20",48302652,48302652,"+",1.77635683940025e-15,8.37617490822205e-13,15.8056738316319
"chr20",48391841,48391841,"+",8.05868682896005e-09,1.1623272538026e-06,-18.0304172951232
"chr20",48391884,48391884,"+",4.97114883035721e-07,4.4827753760348e-05,-15.7296717289772
"chr20",48423444,48423444,"+",6.53845422249333e-10,1.20926345620295e-07,-18.3632734530938
"chr20",48574437,48574437,"+",0,0,17.1378665003119
"chr20",48621113,48621113,"+",7.66040508803911e-08,8.64455104659088e-06,-15.9906089436291
"chr20",48707834,48707834,"+",9.87654402706539e-13,3.12795390460189e-10,23.0793346973797
"chr20",48838080,48838080,"+",4.34418057082553e-11,1.02165089866162e-08,-16.0337450160459
"chr20",48838226,48838226,"+",3.39613824840157e-08,4.21905046995401e-06,-15.1784754006286
"chr20",49039745,49039745,"+",1.83913182127959e-07,1.87635867684376e-05,17.4044431269865
"chr20",49058370,49058370,"+",0,0,19.8481754171089
"chr20",49063044,49063044,"+",0,0,-20.0999565406345
"chr20",49151376,49151376,"+",3.92955205597012e-07,3.65051487833945e-05,-21.3118022328549
"chr20",49242010,49242010,"+",8.40219661624175e-08,9.39261921123617e-06,-16.8748962999834
"chr20",49384679,49384679,"+",2.52975418391088e-12,7.51076591535095e-10,-18.1639018983948
"chr20",49626971,49626971,"+",2.22044604925031e-16,1.15521162270675e-13,17.8342893562779
"chr20",49878275,49878275,"+",0,0,-49.0601503759398
"chr20",50045445,50045445,"+",2.75089826973218e-06,0.000197947600778305,15.0270966595593
"chr20",50047097,50047097,"+",8.69403602232754e-06,0.000531543920908825,18.4680178994472
"chr20",50061474,50061474,"+",9.64606172715321e-12,2.57423648083127e-09,-16.5129556433904
"chr20",50109474,50109474,"+",2.90681238741541e-05,0.00147880053928604,-16.0121279167435
"chr20",50381177,50381177,"+",3.12627701504198e-12,9.13249417817678e-10,-16.2048365322986
"chr20",51073083,51073083,"+",0,0,-15.6545818341225
"chr20",51236892,51236892,"+",7.48090478452923e-12,2.04238878878812e-09,-26.633147113594
"chr20",51476603,51476603,"+",2.12698747503737e-11,5.31810947995724e-09,-15.026971163541
"chr20",52413948,52413948,"+",0,0,19.0153397118987
"chr20",52492285,52492285,"+",6.31348110569085e-06,0.000404256738212266,-15.417703692859
"chr20",52492340,52492340,"+",2.34465423520902e-07,2.32325236008472e-05,-17.7433664667707
"chr20",52515994,52515994,"+",1.00586206031039e-13,3.70786432006232e-11,-15.3241431367158
"chr20",52679326,52679326,"+",0,0,-15.4520454938986
"chr20",52681017,52681017,"+",4.97601959636995e-13,1.64891325566065e-10,19.3714112370263
"chr20",52681027,52681027,"+",6.63113119969694e-10,1.22492209306546e-07,17.658215826052
"chr20",52681088,52681088,"+",1.38512312730654e-10,2.94322229667345e-08,27.5007601094558
"chr20",52781091,52781091,"+",0,0,-19.3374936432748
"chr20",52793305,52793305,"+",3.21538070613414e-08,4.01786053564802e-06,18.5906490980247
"chr20",52802171,52802171,"+",0,0,-16.645988420182
"chr20",55099691,55099691,"+",0,0,-16.71385274765
"chr20",55101396,55101396,"+",0,0,-15.896624874953
"chr20",55382206,55382206,"+",0,0,30.2974579724379
